Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,Device_Used,Internet_Access,Student_ID
sneha,i.k. gujral punjab technical university,science,2,other,1.6,mcq practice,1,0,no,other,7,no,tablet,poor,1072
sneha,i.k. gujral punjab technical university,science,2,other,1.6,projects,1,0,no,other,7,no,tablet,poor,1072
divya,baddi university of emerging sciences and technologies,pharmacy,2,claude,4.8,doubt solving,5,0,yes,claude,2,yes,mobile,poor,1073
neha,indira gandhi government medical college & hospital,medical,2,claude,4.4,coding help,4,-1,no,bard,7,no,laptop,high,1074
pooja,veermata jijabai technological institute,engineering,4,copilot,3.3,doubt solving,5,-4,yes,other,5,yes,tablet,medium,1075
pooja,veermata jijabai technological institute,engineering,4,copilot,3.3,assignments,5,-4,yes,other,5,yes,tablet,medium,1075
kavya,"guru kashi university, bathinda",hotel-management,4,chatgpt,3.9,coding help,3,-5,yes,copilot,1,yes,laptop,medium,1076
kavya,"guru kashi university, bathinda",hotel-management,4,chatgpt,3.9,exam prep,3,-5,yes,copilot,1,yes,laptop,medium,1076
kavya,"guru kashi university, bathinda",hotel-management,4,chatgpt,3.9,doubt solving,3,-5,yes,copilot,1,yes,laptop,medium,1076
aishwarya,"amity university, lucknow",law,4,gemini,1.6,resume writing,2,-4,no,bard,4,no,tablet,medium,1077
aishwarya,"amity university, lucknow",law,4,gemini,1.6,doubt solving,2,-4,no,bard,4,no,tablet,medium,1077
shreya,"d.l.s. p.g. college, bilaspur",medical,2,claude,3.4,content writing,4,-1,yes,chatgpt,8,yes,tablet,medium,1078
shreya,"d.l.s. p.g. college, bilaspur",medical,2,claude,3.4,assignments,4,-1,yes,chatgpt,8,yes,tablet,medium,1078
nandini,"ahmedabad management association, ahmedabad",commerce,4,other,1.6,mcq practice,4,-4,yes,claude,10,yes,tablet,medium,1079
nandini,"ahmedabad management association, ahmedabad",commerce,4,other,1.6,projects,4,-4,yes,claude,10,yes,tablet,medium,1079
aarav,pvkn govt degree college,science,3,chatgpt,4.9,projects,5,5,yes,bard,8,yes,mobile,poor,1080
aarav,pvkn govt degree college,science,3,chatgpt,4.9,content writing,5,5,yes,bard,8,yes,mobile,poor,1080
aarav,pvkn govt degree college,science,3,chatgpt,4.9,assignments,5,5,yes,bard,8,yes,mobile,poor,1080
vivaan,royal global university,hotel-management,3,gemini,3.4,content writing,1,5,yes,copilot,8,yes,tablet,poor,1081
vivaan,royal global university,hotel-management,3,gemini,3.4,resume writing,1,5,yes,copilot,8,yes,tablet,poor,1081
vivaan,royal global university,hotel-management,3,gemini,3.4,learning new topics,1,5,yes,copilot,8,yes,tablet,poor,1081
aditya,st. xavier's university,commerce,2,chatgpt,4.6,projects,2,-3,no,bard,9,yes,mobile,medium,1082
aditya,st. xavier's university,commerce,2,chatgpt,4.6,resume writing,2,-3,no,bard,9,yes,mobile,medium,1082
vihaan,career point university,science,4,copilot,3.9,coding help,1,-3,yes,other,7,yes,mobile,medium,1083
vihaan,career point university,science,4,copilot,3.9,exam prep,1,-3,yes,other,7,yes,mobile,medium,1083
arjun,"christ college irinjalakuda, thrissur",commerce,1,copilot,2.9,learning new topics,5,1,no,chatgpt,4,no,mobile,medium,1084
arjun,"christ college irinjalakuda, thrissur",commerce,1,copilot,2.9,content writing,5,1,no,chatgpt,4,no,mobile,medium,1084
sai,"amity university, raipur",commerce,3,bard,1.5,exam prep,3,5,no,chatgpt,3,yes,mobile,medium,1085
reyansh,sher-e-kashmir university of agricultural sciences and technology,agriculture,4,chatgpt,0.9,resume writing,3,5,no,bard,3,no,tablet,high,1086
reyansh,sher-e-kashmir university of agricultural sciences and technology,agriculture,4,chatgpt,0.9,projects,3,5,no,bard,3,no,tablet,high,1086
reyansh,sher-e-kashmir university of agricultural sciences and technology,agriculture,4,chatgpt,0.9,mcq practice,3,5,no,bard,3,no,tablet,high,1086
ayaan,rk university,pharmacy,4,bard,2.3,assignments,2,2,no,gemini,6,yes,tablet,medium,1087
ayaan,rk university,pharmacy,4,bard,2.3,learning new topics,2,2,no,gemini,6,yes,tablet,medium,1087
krishna,k j somaiya college of arts &,commerce,3,chatgpt,2.3,coding help,4,-4,yes,other,10,yes,mobile,medium,1088
ishaan,"jorhat law college, jorhat",law,2,gemini,4.0,coding help,5,-2,yes,gemini,6,yes,tablet,medium,1089
rudra,"kapol vidyanidhi college of management and technology,",hotel-management,3,gemini,4.9,content writing,1,-3,yes,copilot,4,no,mobile,medium,1090
rudra,"kapol vidyanidhi college of management and technology,",hotel-management,3,gemini,4.9,resume writing,1,-3,yes,copilot,4,no,mobile,medium,1090
rudra,"kapol vidyanidhi college of management and technology,",hotel-management,3,gemini,4.9,assignments,1,-3,yes,copilot,4,no,mobile,medium,1090
dhruv,university college of medical sciences,medical,3,chatgpt,1.1,doubt solving,1,2,no,copilot,9,no,laptop,medium,1091
dhruv,university college of medical sciences,medical,3,chatgpt,1.1,coding help,1,2,no,copilot,9,no,laptop,medium,1091
kabir,"al-karim university, katihar",medical,2,bard,0.7,doubt solving,1,-5,no,claude,7,no,laptop,medium,1092
kabir,"al-karim university, katihar",medical,2,bard,0.7,content writing,1,-5,no,claude,7,no,laptop,medium,1092
kabir,"al-karim university, katihar",medical,2,bard,0.7,mcq practice,1,-5,no,claude,7,no,laptop,medium,1092
atharv,"faculty of management sciences and liberal arts,",management,4,chatgpt,4.5,resume writing,2,-1,no,claude,10,no,laptop,high,1093
atharv,"faculty of management sciences and liberal arts,",management,4,chatgpt,4.5,coding help,2,-1,no,claude,10,no,laptop,high,1093
om,sardar bhagwan singh university,commerce,4,chatgpt,4.1,doubt solving,2,1,no,gemini,7,no,laptop,poor,1094
anaya,north-eastern hill university,commerce,4,other,0.9,learning new topics,3,-3,no,chatgpt,2,no,mobile,poor,1095
anaya,north-eastern hill university,commerce,4,other,0.9,content writing,3,-3,no,chatgpt,2,no,mobile,poor,1095
siya,"scott christian college, nagercoil",science,1,other,3.8,doubt solving,1,4,no,other,2,yes,laptop,medium,1096
diya,"government saiha college, saiha",arts,4,other,0.7,content writing,1,4,yes,gemini,8,yes,mobile,poor,1097
diya,"government saiha college, saiha",arts,4,other,0.7,learning new topics,1,4,yes,gemini,8,yes,mobile,poor,1097
myra,sant baba bhag singh university,management,3,chatgpt,3.9,mcq practice,5,4,yes,bard,5,yes,mobile,high,1098
myra,sant baba bhag singh university,management,3,chatgpt,3.9,projects,5,4,yes,bard,5,yes,mobile,high,1098
myra,sant baba bhag singh university,management,3,chatgpt,3.9,exam prep,5,4,yes,bard,5,yes,mobile,high,1098
aadhya,mumbai university,agriculture,3,copilot,2.1,resume writing,5,5,no,chatgpt,3,no,mobile,medium,1099
riya,apex professional university,hotel-management,2,claude,2.4,resume writing,3,0,yes,chatgpt,3,no,tablet,poor,1100
riya,apex professional university,hotel-management,2,claude,2.4,learning new topics,3,0,yes,chatgpt,3,no,tablet,poor,1100
pari,farooqia college of pharmacy,pharmacy,1,copilot,2.5,exam prep,4,-1,yes,bard,2,yes,laptop,poor,1101
pari,farooqia college of pharmacy,pharmacy,1,copilot,2.5,doubt solving,4,-1,yes,bard,2,yes,laptop,poor,1101
anika,baosi banikanta kakati college,science,3,other,3.6,doubt solving,1,-2,no,bard,1,no,mobile,high,1102
anika,baosi banikanta kakati college,science,3,other,3.6,content writing,1,-2,no,bard,1,no,mobile,high,1102
ira,"dav college, jalandhar",arts,2,gemini,3.9,learning new topics,1,2,no,gemini,3,yes,tablet,high,1103
ira,"dav college, jalandhar",arts,2,gemini,3.9,coding help,1,2,no,gemini,3,yes,tablet,high,1103
meera,"loyola academy degree and pg college, secunderabad",commerce,2,bard,3.0,learning new topics,1,1,yes,claude,2,yes,tablet,high,1104
meera,"loyola academy degree and pg college, secunderabad",commerce,2,bard,3.0,coding help,1,1,yes,claude,2,yes,tablet,high,1104
meera,"loyola academy degree and pg college, secunderabad",commerce,2,bard,3.0,mcq practice,1,1,yes,claude,2,yes,tablet,high,1104
saanvi,psg institute of medical sciences and research,medical,4,other,3.4,coding help,1,0,yes,bard,8,no,mobile,poor,1105
saanvi,psg institute of medical sciences and research,medical,4,other,3.4,projects,1,0,yes,bard,8,no,mobile,poor,1105
navya,arunachal university of studies,management,1,gemini,2.5,doubt solving,4,-1,no,gemini,6,no,mobile,medium,1106
navya,arunachal university of studies,management,1,gemini,2.5,coding help,4,-1,no,gemini,6,no,mobile,medium,1106
aarohi,sri padmavati mahila visvavidyalayam,law,1,bard,2.8,learning new topics,2,-4,yes,copilot,4,no,tablet,medium,1107
aarohi,sri padmavati mahila visvavidyalayam,law,1,bard,2.8,resume writing,2,-4,yes,copilot,4,no,tablet,medium,1107
prisha,lady shri ram college for women,commerce,1,gemini,4.8,exam prep,5,4,no,other,10,no,tablet,poor,1108
prisha,lady shri ram college for women,commerce,1,gemini,4.8,doubt solving,5,4,no,other,10,no,tablet,poor,1108
prisha,lady shri ram college for women,commerce,1,gemini,4.8,projects,5,4,no,other,10,no,tablet,poor,1108
ishita,"ramjas college, new delhi",commerce,2,claude,0.8,content writing,5,-5,no,bard,2,yes,laptop,medium,1109
ishita,"ramjas college, new delhi",commerce,2,claude,0.8,doubt solving,5,-5,no,bard,2,yes,laptop,medium,1109
rakhi,"al-karim university, katihar",medical,1,chatgpt,2.2,coding help,5,4,no,claude,10,yes,laptop,poor,1110
rakhi,"al-karim university, katihar",medical,1,chatgpt,2.2,doubt solving,5,4,no,claude,10,yes,laptop,poor,1110
ramya,"thiagarajar college, madurai",commerce,2,copilot,3.2,resume writing,1,0,yes,bard,3,yes,mobile,poor,1111
ramya,"thiagarajar college, madurai",commerce,2,copilot,3.2,assignments,1,0,yes,bard,3,yes,mobile,poor,1111
ramya,"thiagarajar college, madurai",commerce,2,copilot,3.2,mcq practice,1,0,yes,bard,3,yes,mobile,poor,1111
sneha,"fergusson college, pune",arts,4,claude,2.9,resume writing,3,1,no,copilot,10,yes,tablet,poor,1112
sneha,"fergusson college, pune",arts,4,claude,2.9,learning new topics,3,1,no,copilot,10,yes,tablet,poor,1112
sneha,"fergusson college, pune",arts,4,claude,2.9,doubt solving,3,1,no,copilot,10,yes,tablet,poor,1112
divya,"sage university, indore",law,3,chatgpt,2.0,projects,5,-3,no,chatgpt,10,yes,laptop,high,1113
divya,"sage university, indore",law,3,chatgpt,2.0,content writing,5,-3,no,chatgpt,10,yes,laptop,high,1113
divya,"sage university, indore",law,3,chatgpt,2.0,resume writing,5,-3,no,chatgpt,10,yes,laptop,high,1113
neha,pvkn govt degree college,science,4,gemini,3.2,content writing,5,1,no,gemini,9,no,tablet,high,1114
pooja,"lloyd business school, greater noida",management,4,bard,2.1,content writing,2,0,no,gemini,4,no,mobile,medium,1115
pooja,"lloyd business school, greater noida",management,4,bard,2.1,resume writing,2,0,no,gemini,4,no,mobile,medium,1115
kavya,asian institute of management and technology,management,3,chatgpt,2.8,doubt solving,3,4,yes,bard,7,no,mobile,medium,1116
kavya,asian institute of management and technology,management,3,chatgpt,2.8,assignments,3,4,yes,bard,7,no,mobile,medium,1116
kavya,asian institute of management and technology,management,3,chatgpt,2.8,learning new topics,3,4,yes,bard,7,no,mobile,medium,1116
aishwarya,bharathiyar college of engineering and technology,engineering,2,other,2.5,learning new topics,4,4,no,other,8,no,tablet,poor,1117
aishwarya,bharathiyar college of engineering and technology,engineering,2,other,2.5,mcq practice,4,4,no,other,8,no,tablet,poor,1117
shreya,"buddha institute of technology- [bit], gaya",commerce,3,claude,4.6,learning new topics,5,2,no,copilot,7,no,mobile,medium,1118
nandini,sister nivedita university,engineering,2,copilot,0.7,learning new topics,5,-4,no,chatgpt,3,yes,laptop,poor,1119
nandini,sister nivedita university,engineering,2,copilot,0.7,coding help,5,-4,no,chatgpt,3,yes,laptop,poor,1119
aarav,assam engineering college,engineering,2,claude,0.9,exam prep,3,-5,no,chatgpt,7,no,mobile,high,1120
vivaan,"manohar lal mahavidhyalaya, kanpur",arts,1,copilot,1.5,coding help,2,-3,yes,copilot,8,yes,tablet,high,1121
vivaan,"manohar lal mahavidhyalaya, kanpur",arts,1,copilot,1.5,learning new topics,2,-3,yes,copilot,8,yes,tablet,high,1121
aditya,indian institute of technology,arts,4,bard,0.5,assignments,3,-2,yes,bard,10,yes,mobile,high,1122
vihaan,state institute of hotel management catering technology,agriculture,2,copilot,1.0,projects,5,2,yes,chatgpt,8,no,tablet,poor,1123
arjun,kirloskar institute of advanced management studies,management,2,other,1.1,assignments,2,4,no,gemini,2,no,mobile,medium,1124
arjun,kirloskar institute of advanced management studies,management,2,other,1.1,learning new topics,2,4,no,gemini,2,no,mobile,medium,1124
sai,"post graduate government college for girls, chandigarh",commerce,1,claude,4.4,projects,3,-1,yes,copilot,2,no,mobile,poor,1125
reyansh,mediciti institute of medical sciences,medical,1,bard,3.8,resume writing,3,3,no,other,3,yes,tablet,medium,1126
reyansh,mediciti institute of medical sciences,medical,1,bard,3.8,assignments,3,3,no,other,3,yes,tablet,medium,1126
ayaan,birla institute of technology and science,engineering,2,gemini,0.8,assignments,2,-5,yes,chatgpt,6,yes,tablet,medium,1127
ayaan,birla institute of technology and science,engineering,2,gemini,0.8,content writing,2,-5,yes,chatgpt,6,yes,tablet,medium,1127
krishna,institute of business management,management,4,copilot,0.7,mcq practice,1,5,no,copilot,2,no,laptop,poor,1128
krishna,institute of business management,management,4,copilot,0.7,content writing,1,5,no,copilot,2,no,laptop,poor,1128
krishna,institute of business management,management,4,copilot,0.7,resume writing,1,5,no,copilot,2,no,laptop,poor,1128
ishaan,"monad university, hapur",agriculture,4,claude,2.0,exam prep,4,0,no,chatgpt,7,no,laptop,medium,1129
rudra,"coxtan administrative & management college, dhanbad",medical,2,bard,1.8,coding help,3,5,no,copilot,8,yes,mobile,poor,1130
dhruv,netaji subhas university,arts,4,copilot,2.5,learning new topics,1,-4,no,copilot,9,yes,mobile,poor,1131
dhruv,netaji subhas university,arts,4,copilot,2.5,projects,1,-4,no,copilot,9,yes,mobile,poor,1131
dhruv,netaji subhas university,arts,4,copilot,2.5,resume writing,1,-4,no,copilot,9,yes,mobile,poor,1131
kabir,"adesh university, bathinda",management,4,chatgpt,1.1,learning new topics,3,1,yes,bard,3,no,laptop,high,1132
atharv,shri guru ram rai university,commerce,4,chatgpt,3.1,learning new topics,3,-2,yes,chatgpt,3,no,tablet,high,1133
atharv,shri guru ram rai university,commerce,4,chatgpt,3.1,projects,3,-2,yes,chatgpt,3,no,tablet,high,1133
atharv,shri guru ram rai university,commerce,4,chatgpt,3.1,resume writing,3,-2,yes,chatgpt,3,no,tablet,high,1133
om,college of engineering,engineering,1,copilot,4.0,exam prep,3,2,yes,chatgpt,3,yes,laptop,high,1134
om,college of engineering,engineering,1,copilot,4.0,mcq practice,3,2,yes,chatgpt,3,yes,laptop,high,1134
om,college of engineering,engineering,1,copilot,4.0,content writing,3,2,yes,chatgpt,3,yes,laptop,high,1134
anaya,tezpur medical college & hospital,medical,4,chatgpt,4.1,learning new topics,5,3,no,copilot,3,no,laptop,high,1135
anaya,tezpur medical college & hospital,medical,4,chatgpt,4.1,coding help,5,3,no,copilot,3,no,laptop,high,1135
siya,sunder deep pharmacy college,pharmacy,2,chatgpt,4.9,mcq practice,4,-5,no,bard,10,yes,laptop,medium,1136
diya,"doaba college, jalandhar",arts,2,bard,4.5,content writing,4,2,no,claude,10,yes,mobile,high,1137
myra,"rkdf university, bhopal",agriculture,1,claude,2.6,learning new topics,5,5,yes,gemini,7,no,mobile,medium,1138
myra,"rkdf university, bhopal",agriculture,1,claude,2.6,resume writing,5,5,yes,gemini,7,no,mobile,medium,1138
myra,"rkdf university, bhopal",agriculture,1,claude,2.6,projects,5,5,yes,gemini,7,no,mobile,medium,1138
aadhya,prasad v. potluri siddhartha institute of technology,engineering,2,copilot,1.2,mcq practice,5,-1,yes,copilot,4,no,mobile,poor,1139
aadhya,prasad v. potluri siddhartha institute of technology,engineering,2,copilot,1.2,learning new topics,5,-1,yes,copilot,4,no,mobile,poor,1139
riya,birla institute of technology and science,management,3,bard,2.9,resume writing,5,4,no,bard,1,no,mobile,poor,1140
riya,birla institute of technology and science,management,3,bard,2.9,doubt solving,5,4,no,bard,1,no,mobile,poor,1140
riya,birla institute of technology and science,management,3,bard,2.9,coding help,5,4,no,bard,1,no,mobile,poor,1140
pari,"starex university, gurgaon",agriculture,3,other,1.4,projects,5,-1,no,claude,4,no,laptop,high,1141
pari,"starex university, gurgaon",agriculture,3,other,1.4,assignments,5,-1,no,claude,4,no,laptop,high,1141
pari,"starex university, gurgaon",agriculture,3,other,1.4,mcq practice,5,-1,no,claude,4,no,laptop,high,1141
anika,"university of jammu, jammu",arts,1,other,0.8,projects,4,-2,no,bard,3,no,tablet,poor,1142
anika,"university of jammu, jammu",arts,1,other,0.8,exam prep,4,-2,no,bard,3,no,tablet,poor,1142
ira,"merit swiss asian school of hotel management,",hotel-management,3,claude,1.1,doubt solving,3,-2,no,chatgpt,5,yes,mobile,high,1143
ira,"merit swiss asian school of hotel management,",hotel-management,3,claude,1.1,coding help,3,-2,no,chatgpt,5,yes,mobile,high,1143
meera,"dibrugarh university, dibrugarh",pharmacy,1,chatgpt,1.8,projects,2,0,no,gemini,3,yes,tablet,poor,1144
meera,"dibrugarh university, dibrugarh",pharmacy,1,chatgpt,1.8,mcq practice,2,0,no,gemini,3,yes,tablet,poor,1144
saanvi,"university school of business, chandigarh university",arts,4,copilot,2.7,projects,5,2,yes,gemini,10,yes,mobile,high,1145
navya,"kj somaiya institute of management, mumbai",management,3,claude,3.2,exam prep,1,-4,no,gemini,5,no,laptop,high,1146
